"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"43",0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1
"44",0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"45",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
"46",1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1
"47",0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1
"48",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"49",1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0
"50",0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
"51",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"52",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"53",0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0
"54",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0
"55",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"56",0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1
"57",1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0
"58",0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0
"59",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"60",1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
"61",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"62",0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"63",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65",1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0
"66",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
"67",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
"69",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
"70",1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
"71",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"72",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"73",0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0
"74",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"75",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"76",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
"77",0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
"78",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"79",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"80",1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"81",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"82",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
"85",1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"86",0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"87",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"88",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"89",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
"90",1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
"91",0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
"92",0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0
"93",0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"94",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"95",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"96",1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
"97",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"99",1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
"100",0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
"101",1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
"102",1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"103",1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"104",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"106",1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1
"109",0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"110",1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0
"111",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"112",1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
"113",0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1
"114",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"115",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"116",1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"117",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"118",1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"119",1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"120",1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"121",0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1
"122",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
"123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"125",1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"126",1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1
"127",0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1
"128",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"129",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1
"130",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"131",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1
"132",0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1
"133",1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
"134",1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1
"135",1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0
"136",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"137",1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
"138",1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"139",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0
"140",1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0
"141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"144",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"145",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"146",1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0
"147",1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
"148",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"149",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"150",1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0
"151",1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
"152",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"153",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"154",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
"155",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"156",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"157",1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1
"158",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
"159",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160",1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0
"161",1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"162",0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0
"163",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1
"164",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"165",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"166",1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"167",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"168",1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1
"169",1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1
"170",0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
"171",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"172",0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0
"173",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
"174",0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"175",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"176",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"177",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
"178",1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"179",1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
"180",1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0
"181",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"182",0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1
"183",1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1
"184",1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1
"185",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"188",1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
"189",1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
"190",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"191",1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1
"192",1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
"193",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
"194",1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
"195",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"196",0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1
"197",0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"198",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"201",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"202",1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"203",0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
"204",1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
"205",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
"206",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"207",0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
"208",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"210",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"211",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
"212",1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1
"213",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"215",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"216",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
"217",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"218",0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"219",0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"220",0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
"221",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"222",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"223",1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0
"224",0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0
"225",0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1
"226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"227",0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
"228",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"229",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"230",1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"231",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
"232",1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0
"233",1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
"234",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
"235",0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
"236",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"237",0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
"238",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
"239",1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
"240",0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
"241",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"242",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"243",1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"244",1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
"245",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"246",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"247",1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"248",0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1
"249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"250",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"251",1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1
"252",1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
"253",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"254",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"255",1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
"256",0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"257",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1
"259",1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"260",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
"261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"262",0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"263",1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"264",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
"265",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1
"266",1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
"267",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
"268",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"269",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"270",1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1
"271",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"272",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
"273",1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0
"274",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
"275",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"277",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1
"278",1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0
"279",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"280",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"281",1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"282",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"283",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"284",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285",1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0
"286",1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
"287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"288",1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0
"289",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
"291",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"292",1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
"293",1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"294",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"295",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
"296",1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"297",0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"298",1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
"299",1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"300",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"301",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"302",1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0
"303",0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
"304",0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1
"305",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0
"306",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0
"307",0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"308",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"309",1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
"310",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"312",0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
"313",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"314",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"316",1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"317",1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0
"318",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"319",0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"320",1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
"321",0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1
"322",0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1
